outcome,var_a,var_b,var_c,var_d,var_e,var_f,var_g,var_h
0,808,41740,0,48,1,192855.77,13,3.625
0,787,22660,0,17,2,409332.33,13,3.75
0,747,31084,0,45,2,328905.22,18,3.875
0,687,47894,0,34,1,207690.03,8,4.25
0,770,14454,0,42,1,136408.02,15,3.75
0,763,34740,0,37,1,268091.03,12,3.625
0,781,39580,0,35,2,176528.64,24,4.1
0,696,11244,0,39,1,426566.87,10,4.25
0,735,31084,0,33,2,342508.51,25,4.125
0,698,-1,0,25,2,400496.45,24,3.875
0,700,-1,30,35,2,391227.25,14,4.125
0,811,43524,0,42,1,394197.28,18,3.75
0,815,41940,0,21,1,373829.92,22,3.5
0,673,19740,0,37,2,191214.82,18,3.875
0,688,40140,0,35,2,352863.71,15,3.25
0,740,35084,0,42,1,544443.65,9,3.875
0,784,28140,0,29,2,193390.76,20,3
0,815,31084,0,31,1,322019.07,20,3.625
0,779,12420,0,41,2,208456.28,14,3.75
0,769,29404,0,42,2,331261.25,18,3.875
0,796,41620,25,21,2,279981.23,18,3.75
0,697,19740,25,44,2,311260.13,19,3.75
0,805,36084,0,44,1,392419.21,18,3.75
0,810,39580,0,25,1,360296.4,24,3.625
0,807,42644,0,40,2,361340.33,22,3.75
0,796,24420,30,30,2,96088.31,22,4.125
0,688,22744,0,15,1,125235.61,19,4.875
0,709,19124,0,44,1,175000,4,4.875
0,777,45540,0,45,1,54833.76,23,4.625
0,755,31084,0,40,1,469888.48,18,3.75
0,693,31084,0,26,2,405000,7,4.125
0,800,40900,0,44,1,277514.79,8,3.75
0,823,44700,0,39,2,172176.85,13,4.5
0,779,37900,0,31,2,125000,3,2.875
0,806,24340,0,44,1,111246.81,17,3.875
0,817,16974,0,40,2,383655.51,18,3.75
0,691,31084,0,44,2,362193.59,13,4.625
0,757,31140,0,31,2,314527.4,20,4
0,756,-1,0,33,2,134172.15,23,3
0,798,33460,0,21,2,95000,5,3.8
0,711,26140,0,37,1,92298.87,19,4.25
0,814,35084,0,28,2,365154.46,18,3.75
0,681,41940,0,45,2,505779.89,8,3
0,782,40140,0,26,1,313259.68,15,3.875
0,816,40380,12,47,1,85033.96,19,3.125
0,740,-1,0,37,2,240645.51,19,3.25
0,760,24540,0,40,2,217054.7,23,3
0,763,26420,0,24,1,296742.4,11,3.625
0,784,20994,0,45,2,186368.89,20,3.95
0,761,41620,30,41,1,409571.95,13,4
0,765,41740,0,37,2,486051.15,18,4.125
0,735,36084,0,40,1,606608.76,21,4
0,713,16974,0,46,2,221796.63,13,4.25
0,717,40140,0,37,2,257504.52,18,4.375
0,771,38900,30,41,2,237164.93,16,4.375
0,805,-1,0,26,1,29286.89,24,3.625
0,787,45300,25,44,2,180795.38,12,3.75
0,770,16740,0,26,2,390241.32,17,3.625
0,713,19124,0,23,1,185667.96,17,4.75
0,802,11244,0,27,1,355417.01,18,3.75
0,750,19740,0,29,2,301995.31,16,3.125
0,795,19124,0,35,2,400611.08,12,3.375
0,767,41180,0,7,2,217000,4,3.95
0,770,11244,0,24,2,512232.12,12,3.75
0,776,19740,30,46,1,180221.12,16,4.125
0,778,37964,0,29,1,196000,5,2.875
0,801,11244,0,34,2,280089.09,13,4.125
0,791,36780,0,23,2,153668.12,11,3.875
0,744,-1,0,33,2,403308.88,23,4
0,779,18880,0,24,2,347725.2,9,3.875
0,739,10740,0,23,1,166057.17,19,4.25
0,723,31084,0,30,2,512019.33,10,4.375
0,768,-1,0,40,1,22748.28,12,4.25
0,680,29820,0,44,2,159000,7,4.5
0,668,42644,0,40,2,381708.53,24,4
0,782,33460,0,26,2,312338.41,23,3.875
0,692,47664,0,26,1,265431.05,17,3.875
0,731,36740,0,44,2,116706.11,18,4.375
0,682,-1,0,34,1,82674.57,13,4.625
0,704,13460,0,44,2,100354.49,13,4.5
0,659,40900,0,43,1,100787.31,22,4.375
0,769,45104,0,40,1,130820.25,21,3.25
0,730,43900,12,23,1,87149.46,19,3.5
0,775,36084,0,40,2,455072.16,23,5
0,706,35380,0,30,2,106974.19,14,3.625
0,783,38060,0,34,2,401617.23,17,3.625
0,791,38060,0,25,1,374000,5,3.5
0,731,17820,30,40,2,319136.48,22,4.25
0,791,17820,0,22,2,330000,3,3.75
0,779,19740,0,26,2,235469.38,12,3.75
0,788,43340,0,6,1,135999.98,19,3.75
0,728,38900,0,26,2,163030.8,19,3.75
0,749,18140,0,33,1,168946.75,19,3.5
0,710,34980,30,44,2,335395.34,15,4.375
0,788,47894,12,21,2,426556.27,14,3.875
0,748,41740,25,41,1,355590.59,17,4.25
0,757,42644,30,26,1,375069.14,15,3.625
0,736,35614,0,44,2,434117.44,14,3.75
0,684,24340,25,34,2,245965.08,15,3.875
0,727,19124,30,41,1,288000,6,4.125
0,780,44060,30,29,2,393188.26,17,4.125
0,670,-1,0,34,1,199731.03,18,3.875
0,788,25420,0,29,2,115078.52,24,4.25
0,780,-1,0,29,1,107727.3,19,4.625
0,800,40140,0,27,2,157564.72,19,3.875
0,811,36084,0,9,1,96803.14,21,4.375
0,778,-1,0,27,2,223115.9,19,2.99
0,773,29620,0,44,2,178277.74,8,3
0,774,20260,0,35,2,152886.47,17,2.875
0,691,16974,0,37,2,331314.9,18,3.625
0,784,31084,0,44,2,305780.59,18,4.125
0,809,43340,0,39,2,107221.04,8,3.625
0,776,31084,0,33,1,261144.02,25,3.875
0,797,36084,25,36,1,299909.22,18,3.5
0,775,46700,0,40,2,292587.97,23,3.75
0,788,42644,0,29,1,122147.39,19,4.375
0,782,17820,0,17,2,187000,2,3.625
0,780,11244,25,47,2,537753.29,13,4.125
0,722,33460,6,37,2,145719.65,15,3.5
0,796,47894,30,28,1,276144.13,19,4.25
0,813,42644,0,26,1,96742.75,20,3.875
0,693,31420,0,37,1,59000,4,3.125
0,766,19124,25,44,1,165982.03,24,3.875
0,798,24780,0,48,1,111000,5,4.25
0,702,24860,0,29,2,123180.72,19,4.125
0,779,40220,0,16,2,129742.23,11,4
0,790,39580,0,44,1,204000,6,4
0,760,19740,0,45,1,213905.83,18,4.125
0,678,34980,0,31,1,78318.53,13,4.75
0,765,12060,0,40,1,171476.42,18,3.875
0,736,33700,0,37,2,46417.13,18,3.875
0,763,33700,0,39,1,258531.08,17,3.875
0,806,-1,0,28,2,69000,1,2.875
0,782,34740,30,33,2,114491.74,24,3.75
0,713,47664,0,30,2,395542.69,20,4.25
0,734,26900,25,35,2,270081.25,17,4.25
0,801,16974,0,32,2,258751.47,14,4.125
0,775,17140,12,13,2,113556.57,15,3.875
0,760,45300,0,39,2,172440.36,11,4
0,807,28140,30,24,2,195910.68,18,4.125
0,760,47894,0,43,1,591949.35,14,3.75
0,780,36084,0,28,1,441013.98,17,4.125
0,773,40900,0,19,2,300517.09,13,3.875
0,704,47894,0,19,2,248372.11,15,4
0,731,19740,0,44,1,359718.96,18,4.125
0,621,37900,0,42,1,150109.92,22,2.875
0,726,11244,0,35,1,189859.22,21,3.7
0,744,19124,30,31,2,366590.64,8,3.8
0,785,19740,30,38,1,373929.09,12,4.05
0,712,16974,30,45,1,220780.18,18,4.5
0,765,19740,30,33,2,221970.02,19,3.875
0,789,16974,0,38,2,333804.29,12,3.625
0,766,41740,0,21,2,366084.39,24,3.75
0,674,35300,0,46,2,286740.14,22,4.125
0,699,35980,0,36,1,201539.84,17,4.125
0,817,42220,0,23,1,177026.78,18,3.625
0,789,16740,0,17,1,151115.53,18,3.125
0,699,42644,0,40,2,159637.17,15,3.375
0,724,35614,0,25,1,322813.98,18,3.75
0,714,46700,0,38,2,232008.1,17,3.875
0,799,20994,0,31,2,253556.88,10,3.875
0,778,42644,0,22,1,273000.76,19,3.75
0,752,31084,0,41,1,392686.48,19,3.5
0,701,23580,0,27,2,96248.67,23,4.25
0,769,36084,0,39,2,249529.63,19,4.25
0,764,19804,12,21,2,339391.61,19,4.125
0,781,16974,0,41,2,235823.26,18,4.375
0,753,34940,0,45,1,245376.37,9,4.55
0,712,19660,30,36,2,162701.1,17,4.99
0,790,35614,30,26,1,384036.55,11,4.625
0,690,36084,0,18,1,180359.7,24,4.625
0,734,17140,0,36,1,82846.98,10,3.75
0,794,17780,0,19,2,112091.31,24,3.875
0,799,38060,0,42,1,154219.99,20,3.625
0,747,11244,0,42,1,193302.72,14,3.25
0,716,29820,25,44,2,264279.65,16,4.25
0,710,31084,0,45,2,260348.33,19,3.875
0,726,16974,0,44,1,390064.1,18,3.75
0,787,26420,0,20,1,1671.37,24,3.25
0,788,31084,0,48,2,544009.96,17,3
0,776,26420,0,28,2,260672.61,15,3
0,786,29820,25,40,1,13000,6,3.75
0,792,41940,0,19,2,561484.15,17,3.625
0,770,31140,12,22,2,154176.06,20,3.25
0,758,-1,0,46,2,252000,6,4.375
0,771,11244,0,40,1,506379.11,19,3.875
0,774,42644,0,28,1,310484.71,18,3.5
0,735,-1,0,24,2,97893.61,15,3.875
0,813,41940,0,28,1,447057.85,17,2.875
0,779,16974,0,30,1,172426.19,14,3.625
0,769,45104,0,31,2,401448.9,9,4
0,801,36740,0,31,2,136000,1,3.49
0,795,12060,0,34,1,243035.59,21,3.99
0,804,26820,0,48,2,85100.01,24,4.25
0,696,31700,0,26,2,308795.17,20,4.5
0,651,41180,0,27,2,223775.01,11,4.5
0,733,35614,30,40,2,367121.66,16,4.125
0,656,37340,0,21,1,98000,6,4.625
0,684,31084,0,31,2,179179.08,23,4.25
0,662,12260,0,34,2,191206.76,21,4.125
0,687,16974,25,33,1,230245.02,21,4.25
0,678,25540,0,45,2,349000,4,4.25
0,625,14454,0,34,1,157093.72,13,3.875
0,801,14860,30,37,1,342492.83,18,3.75
0,779,47894,0,41,1,185211.04,20,4.875
0,789,32780,0,26,2,403700.84,20,3.75
0,735,31084,0,35,1,374864.46,19,4.125
0,801,35840,0,25,2,8630.1,18,3.99
0,781,42644,25,44,1,403917.49,18,3.99
0,720,12580,12,28,2,278000,7,4
0,790,41180,30,29,2,176908.85,11,4.125
0,804,19124,0,38,1,346000,6,3.99
0,742,42644,0,13,1,166972.46,13,3.75
0,804,36740,0,31,2,291822.54,19,3.875
0,766,41740,0,41,2,406711.97,17,3.75
0,782,16700,0,28,2,149550.42,12,4
0,752,30700,0,41,1,61039.59,10,4.75
0,728,31084,30,39,2,356729.2,16,4
0,783,20994,30,25,2,342000,7,4
0,741,-1,0,22,1,124710.2,18,3.875
0,762,34940,0,38,2,240079.48,8,3.625
0,722,31084,25,50,1,525821.18,12,4.499
0,691,31084,0,50,2,565568.23,9,4.125
0,733,36420,0,28,2,215662.18,16,2.5
0,744,19740,0,48,2,199540.5,17,3.875
0,676,35004,0,33,2,257807.75,19,3.875
0,737,42644,12,32,1,254503.78,20,3.125
0,688,40140,0,49,2,164334.56,22,3.5
0,787,12420,0,49,1,314000,3,4.125
0,665,16974,0,47,1,170094.36,23,3.5
0,755,41180,25,39,1,303171.31,18,3.875
0,744,47664,0,46,1,115908.28,20,4.125
0,737,28140,30,24,1,375000,5,3.875
0,671,39900,0,18,2,265317.84,15,4.125
0,778,41740,0,42,2,223332.69,18,3.625
0,785,42644,0,27,1,287008.9,20,3.625
0,708,15804,0,22,2,221160.57,21,4
0,699,16860,0,29,1,318485.44,9,4.375
0,719,43524,0,45,2,235889.72,14,4.625
0,752,19124,30,23,1,230000,6,3.625
0,804,41940,0,26,1,584240.57,18,3.75
0,782,36084,0,41,1,598853.27,18,3.75
0,758,14454,0,44,2,445194.24,13,4.125
0,804,41940,0,38,2,390746.15,17,4.125
0,693,43900,0,40,1,71555.27,16,3.75
0,672,14454,0,40,1,119908.6,11,4.625
0,701,31084,0,45,1,177206.39,16,4.25
0,792,19124,0,40,2,68000,2,3.625
0,811,11244,0,34,1,435674.22,9,4
0,813,41940,0,36,1,441772.28,11,4
0,762,40140,0,43,2,151986.41,18,3.875
0,811,41940,0,34,2,312762.75,12,3.875
0,789,11244,0,31,2,351118.16,17,3.75
0,800,41740,0,28,2,297609.82,9,3.875
0,689,-1,0,43,1,244266.3,15,3.375
0,798,36500,0,39,2,165000,1,3.625
0,793,11244,0,43,2,458137.93,17,4.25
0,765,47664,25,40,2,188000,3,4.375
0,787,17140,0,14,2,340321.68,20,3.125
0,770,16974,0,13,2,286935.67,16,3.875
0,743,26900,0,40,1,320311.28,16,3.875
0,797,41884,0,35,2,340614.11,18,3.625
0,723,14454,12,43,2,326452.05,19,3.875
0,792,31084,0,39,2,421420.88,14,3.75
0,752,17140,12,11,2,244395.06,23,3.875
0,767,35614,0,17,1,317898.21,15,3.625
0,759,31084,0,45,1,507170.77,17,3.75
0,799,41740,25,45,1,367717.78,24,3.875
0,754,26900,0,28,2,406000,4,3.875
0,774,41180,0,24,1,301595.3,17,3.875
0,767,38900,30,42,2,332231.98,17,4.125
0,725,19740,0,35,2,188331.79,18,3.875
0,706,42220,0,42,2,217039.54,19,3.99
0,730,41884,0,31,2,490650.19,14,4.125
0,762,41620,0,33,2,288434.65,15,4.125
0,792,31084,0,29,2,619030.6,8,4
0,786,31084,12,25,2,325750.55,18,4.125
0,791,40900,0,34,2,221600.99,17,4.125
0,779,19740,25,30,1,200486.79,23,4.25
0,735,-1,30,28,2,172706.12,20,4.375
0,752,-1,0,42,2,350860.05,9,4
0,788,45300,0,26,2,322831.58,20,4.125
0,746,23104,30,26,2,228583.85,14,4.375
0,795,28140,30,36,1,176800.14,13,4.125
0,748,36084,0,45,1,332041,21,4.125
0,782,33460,30,37,2,271557.62,11,4.125
0,809,17140,0,36,1,211047.76,19,4.125
0,767,36084,0,42,1,388000,2,4.125
0,792,47260,0,25,2,205763.63,15,4.125
0,754,36084,0,29,2,407346.01,17,4.125
0,792,42034,0,24,1,307921.5,21,3.625
0,744,15980,0,30,1,164038.61,18,4.375
0,684,-1,0,14,2,81605.51,12,2.875
0,741,17900,30,35,1,192123.95,22,4.125
0,801,16974,30,49,2,193728.22,13,4.125
0,728,26620,30,32,2,223827.54,14,4.25
0,747,33460,30,43,2,141702.51,9,3.75
0,790,12020,0,18,2,132500.28,13,3.75
0,782,23104,0,35,1,133967.09,11,3.875
0,681,23104,0,27,2,55802.18,17,4.25
0,641,29820,0,26,1,106113.12,25,4.875
0,752,37964,0,36,1,103558.85,21,4.375
0,771,31540,0,37,2,378657.38,20,2.8
0,794,47664,0,22,2,300703.04,17,4.125
0,770,48864,0,16,1,249870.03,19,4.625
0,807,38060,0,25,2,185312.39,17,3.75
0,649,42100,0,43,1,607000,4,4.5
0,753,41940,0,29,1,382111.52,14,3
0,715,19740,0,49,2,139186,18,4.625
0,795,12940,0,18,1,224800.87,16,3.875
0,797,23104,30,33,1,165188,17,4.125
0,747,-1,30,40,1,151845.75,21,4.125
0,719,40140,0,43,2,148798.22,15,3.875
0,674,41540,0,45,1,146939.21,24,4.125
0,735,12060,0,39,2,103000,5,3.875
0,726,37964,0,39,2,83078.61,17,3.875
0,795,17140,0,40,2,59732.94,22,3.875
0,724,40140,25,26,2,405864.24,18,4.625
0,799,45820,0,23,2,336417.42,13,3.5
0,770,27500,25,42,1,89734.28,23,3.6
0,739,46700,0,36,1,367232.65,17,4.125
0,704,22660,0,39,2,113547.01,17,3.625
0,781,25540,0,29,1,380364.34,20,3
0,764,-1,0,17,2,35586.62,11,2.875
0,820,38900,0,41,1,122141.86,13,3.125
0,811,42644,12,41,2,322732.76,20,4.375
0,756,11244,0,31,2,400098.2,17,3.875
0,712,-1,0,41,1,169725.62,20,3.5
0,756,42644,0,45,1,403762.1,13,4
0,811,-1,0,32,2,207128.1,16,3.875
0,796,19124,0,23,2,281504.05,18,3.5
0,748,45780,0,37,1,96894.06,23,2.625
0,793,25940,0,33,2,237799.22,11,2.875
0,678,24340,0,49,2,263298.68,14,3.75
0,739,22744,0,28,1,296916.75,19,3.875
0,674,38060,0,41,2,107160.57,22,4.375
0,776,42540,0,19,2,122164.3,14,3.125
0,692,19780,0,24,2,50357.57,18,3.375
0,774,31140,0,28,1,65527.31,14,3.625
0,702,22744,0,40,2,232201.79,18,3.875
0,812,22540,0,45,2,83117.41,21,3.25
0,765,31084,0,37,2,231810.23,17,4.125
0,805,42644,0,27,1,270468.46,18,4.375
0,766,33460,0,40,1,157166.86,21,3.625
0,779,36084,0,34,1,568849.31,19,3.8
0,781,35614,0,38,1,462056.81,18,3.875
0,721,31084,0,40,2,576120.54,11,4.125
0,720,39300,0,40,1,88144.75,15,4
0,801,34980,0,28,1,146669.36,20,3.375
0,735,43900,0,10,2,64880.9,20,3.625
0,787,14454,0,22,1,343315.52,17,3.75
0,754,33340,0,31,1,161735.79,17,3.5
0,713,41180,0,15,2,65472.29,12,3
0,800,41100,0,42,2,127000,2,3.75
0,770,35084,0,35,1,363069.67,21,3.625
0,800,38060,0,30,1,186004.54,22,3.875
0,771,22500,0,21,2,92533.37,17,3.375
0,789,17140,0,23,2,115216.23,16,3.625
0,698,33700,0,34,2,188819.72,13,4.125
0,719,26420,0,37,2,194213.08,23,3.75
0,696,30780,0,34,1,112094.24,22,3.5
0,767,12580,0,42,1,313660.18,19,3.875
0,765,33340,0,46,2,190431.39,21,3.25
0,785,18140,0,46,1,168000.07,10,3.625
0,715,14500,0,28,2,284269.92,19,3.125
0,791,19124,0,23,1,352000,7,3.125
0,790,25540,0,45,1,201000,6,3.5
0,695,11244,0,41,2,375701.98,17,3.875
0,797,17140,25,15,1,64798.03,20,4.25
0,699,27780,0,25,2,237700.08,24,3.75
0,777,31084,0,22,2,534197.12,20,3.875
0,809,13460,0,40,2,178366.19,24,3.75
0,753,42220,0,35,1,238098.96,15,3.625
0,796,16974,0,36,1,214548.02,18,3.214
0,799,31084,0,37,2,375653.81,16,3.303
0,776,47664,0,13,2,306679.45,13,3.25
0,766,44700,12,27,1,407866.34,16,4.375
0,793,36540,0,14,2,86033.5,22,3.5
0,757,47664,30,45,1,278000,6,4.875
0,766,19740,12,26,2,276213.52,18,3.875
0,760,13820,0,22,1,378693.27,17,3
0,790,40140,30,26,1,232238.98,17,4.375
0,710,28140,0,35,1,141994.26,19,3.875
0,715,21340,0,9,2,159566.44,16,2.875
0,648,19780,0,37,1,167667.76,15,3.875
0,706,34980,0,30,1,62017.87,21,3.375
0,720,12060,0,44,2,147943.43,21,3.25
0,809,33874,0,21,2,147317.34,17,3.5
0,788,31084,0,22,1,346317.13,19,3.375
0,721,40484,0,37,1,407118.56,16,3.625
0,763,31084,0,37,1,351614.87,20,3.75
0,803,14454,0,35,1,297626.93,9,3
0,691,36740,0,17,1,261422.65,16,3.99
0,779,38300,25,13,1,100510.96,17,3
0,798,16974,0,20,2,241331.31,13,3
0,795,46060,0,23,2,159000,5,3.125
0,782,41940,0,36,2,619266.76,8,4.125
0,709,31140,30,41,1,304249.29,16,3.625
0,801,19780,0,28,2,90206.52,17,4.375
0,759,41620,0,35,1,350368.9,17,3.99
0,742,37964,0,40,2,94297.25,14,4
0,771,31084,0,31,2,378000,3,3.625
0,756,16740,0,34,1,366660.31,25,3.125
0,732,34820,0,50,2,224244.97,13,3.875
0,799,-1,25,46,2,275772.34,20,3.875
0,727,17140,0,9,1,55911.17,23,2.875
0,680,-1,0,41,1,216753.3,23,3.5
0,752,41180,30,24,2,176247.84,18,3.75
0,809,41884,0,39,1,402390,21,3.875
0,736,17020,30,37,1,300560.07,17,4
0,759,26900,0,43,2,312451.28,17,3.625
0,671,41620,0,19,1,215503.71,18,3.75
0,760,19124,0,35,1,1837.96,17,3.21
0,738,36260,0,35,2,324333.08,16,3.75
0,705,36084,0,34,2,400410.62,22,3.875
0,790,33340,0,43,2,343704.66,15,3.5
0,786,40900,12,28,2,427023.03,20,4.25
0,760,42644,0,47,1,166722.62,24,3.625
0,745,41500,0,17,2,499000,6,4.125
0,784,40140,0,30,1,206873.12,9,3
0,781,31084,0,43,2,223201.84,18,4.125
0,736,22744,0,39,1,195787.39,15,3.875
0,757,-1,0,40,1,67731.24,13,3.75
0,791,41740,30,36,1,396000,6,3.625
0,776,35614,0,50,1,320737.04,12,3.99
0,739,41620,0,23,2,168004.73,24,3.625
0,797,28140,12,36,1,261281.33,20,3.75
0,773,34980,0,33,1,266237.28,21,4
0,782,-1,0,21,1,94129.98,14,2.875
0,789,31340,0,18,1,217528.1,16,3.75
0,801,14500,0,37,1,240808.16,16,3.125
0,812,36084,0,33,1,145990.69,19,3.99
0,703,46700,0,38,2,379610.38,12,4.25
0,808,36084,0,11,2,331704.21,18,3.875
0,782,26900,30,32,1,234755.91,17,3.625
0,787,12060,0,50,1,196209.8,16,3.55
0,729,33124,0,23,2,278109.91,8,3.875
0,761,11244,0,34,1,438491.91,14,3.875
0,714,34980,25,28,1,191648.75,21,3.875
0,781,19740,0,39,2,404773.4,20,4
0,756,41740,30,37,2,362124.98,16,3.875
0,786,26620,0,9,2,124508.12,16,3.4
0,779,16740,0,12,2,86000,3,3.49
0,748,-1,0,26,2,114322.55,13,2.875
0,712,31084,0,50,1,477051.81,16,4.25
0,817,-1,0,41,1,90955.46,15,3.625
0,816,29404,0,42,1,200230.74,20,3.625
0,747,16974,12,40,1,401660.66,23,4.125
0,781,16974,0,27,2,189938.98,11,3.99
0,696,38900,0,45,1,415000,4,4.375
0,686,41620,0,39,2,299030.29,22,3.875
0,748,41740,0,42,2,291822.54,19,3.875
0,787,17140,0,26,1,186000,2,3.5
0,753,35840,0,37,1,199432.26,23,3.875
0,784,-1,0,33,2,81613.45,22,3.25
0,797,16974,0,43,2,190141.58,17,3.75
0,782,16974,30,34,2,212876.36,17,3.875
0,651,16974,0,19,2,156217.88,17,4
0,793,12060,12,30,1,394000,4,3.625
0,793,42644,0,19,2,418316.62,20,3.99
0,762,24340,0,27,2,90925.8,16,4.125
0,768,41740,0,40,2,404725.12,20,3.75
0,786,16974,0,25,2,357643.87,13,3.25
0,816,19124,0,23,1,358360.79,14,3.5
0,718,46060,0,36,1,123327.65,17,4.2
0,684,42644,0,46,2,379399.95,23,4.125
0,709,34980,12,34,1,211011.28,19,3.99
0,789,35004,25,25,2,304754.86,9,3.99
0,749,12580,0,44,1,378512.07,16,3.625
0,693,10420,25,29,1,318000,7,3.875
0,789,17140,25,44,2,252847.7,21,3.75
0,789,16974,0,38,1,269039.34,16,3.5
0,780,16974,0,35,1,237725.74,15,3.7
0,754,31084,0,45,1,298269.66,19,3.625
0,759,17140,0,46,1,129000,7,3.75
0,752,44180,30,32,2,222374.94,17,3.75
0,784,11244,0,24,2,347028.5,18,3.625
0,622,42644,25,35,1,259329.99,20,4.75
0,681,12580,0,45,1,366095.97,12,4.125
0,672,11244,0,45,2,615000,7,4.75
0,754,36084,0,42,2,344127.99,17,3.625
0,667,31084,0,36,2,293113.44,11,4
0,793,19380,0,41,2,409495.72,13,3.875
0,666,23104,12,23,1,69888.92,17,4.75
0,658,16974,0,20,2,261728.99,17,2.99
0,698,46140,0,18,1,105558.63,16,3.875
0,768,34980,30,23,1,303219.88,12,3.625
0,778,16974,0,33,2,339588.49,21,4
0,721,38900,0,27,1,248800.33,19,3.625
0,659,10180,0,30,2,82000,5,4.75
0,687,41180,25,43,2,354781.33,18,3.75
0,803,23104,0,31,2,240810.35,16,3.75
0,804,38940,0,23,2,163843.26,8,3.375
0,729,36084,0,13,2,359569.27,17,3.625
0,804,20500,25,41,1,369375.99,23,3.75
0,800,40140,0,39,2,358970.32,17,3.625
0,769,41940,0,44,2,585590.52,19,3.875
0,752,41740,0,24,2,195945.04,14,3.875
0,702,12060,0,36,1,159581.92,16,3.5
0,733,19124,0,42,2,189389.22,18,3.875
0,780,29460,0,32,2,111000,6,4
0,794,22660,0,28,2,249000,4,3.625
0,692,38900,0,34,2,171778.71,14,3.875
0,769,38900,0,31,1,165628.16,14,3.5
0,765,19804,0,38,1,163000,5,3.5
0,786,19124,0,26,1,210000,2,3.625
0,721,17460,0,42,2,332410.14,12,3.75
0,778,16974,0,47,1,227301.2,21,4
0,752,19804,25,42,1,236653.6,19,4.125
0,765,16740,25,26,2,210000,5,3.875
0,686,40140,12,41,2,379447.02,13,4.125
0,710,11244,0,37,1,276214.04,20,4.375
0,711,38060,25,47,2,293116.48,25,4.25
0,700,29820,0,28,2,121118.51,23,4.625
0,721,40900,0,50,1,167139.84,18,4.25
0,682,31084,0,40,2,344548.15,20,3.75
0,796,40900,0,30,1,242000,6,4.375
0,745,11244,0,37,2,573994.31,17,3.875
0,752,16740,0,44,1,88000,7,3.875
0,719,-1,0,36,2,75000,3,3.75
0,790,41180,0,30,1,185862.41,14,3.75
0,734,39300,0,39,1,183327.02,24,3.625
0,742,31084,25,45,1,555057.1,15,3.875
0,613,11540,0,40,2,126793.2,21,4.5
0,644,41740,0,38,1,164611,15,4.125
0,703,17140,25,41,2,252478.8,20,4.875
0,784,12060,0,26,1,337000,6,3.5
0,740,40900,0,31,2,315473.49,17,3.75
0,784,36084,0,44,1,377318.66,14,3.75
0,797,40900,0,31,1,182294.12,11,4
0,798,24540,0,48,2,348813.74,8,3
0,764,42020,0,44,1,369193.87,19,3.625
0,810,41740,0,41,1,311977.56,16,3.75
0,806,41180,25,34,1,353099.92,18,4.375
0,718,16974,25,31,2,374038.83,19,4.25
0,756,41884,0,50,2,433428.25,10,4.625
0,770,16974,30,38,1,381000,6,4.625
0,803,42644,0,26,2,483232.88,15,3.375
0,739,41940,0,44,1,406491.26,17,3.625
0,705,47664,0,22,2,159925.08,9,3.375
0,668,24340,0,26,2,200919.56,20,3.375
0,798,41940,0,22,2,478789.06,11,3.625
0,768,30860,30,37,2,243971.18,21,4.125
0,766,41740,0,41,2,114130.49,21,3.625
0,799,31084,0,42,2,344127.38,23,3.625
0,791,41740,0,19,2,452870.37,19,4
0,731,41940,25,27,2,612324.88,15,3.875
0,722,19740,0,43,1,334781.53,17,3.75
0,794,41740,0,37,1,349229.44,17,4.125
0,770,38060,0,28,2,98232.36,15,4.875
0,805,19740,0,27,1,370624.77,16,3.75
0,706,16974,12,34,1,186850.06,21,3.25
0,734,23420,0,38,1,202654.04,18,3.875
0,815,19780,0,44,2,124710.2,19,3.875
0,736,33340,12,36,2,405994.77,13,3.75
0,699,15764,0,36,1,369419.61,20,3.75
0,724,39580,0,33,1,300100.53,13,3.875
0,711,24300,0,29,1,156442.67,13,4.25
0,808,46060,0,16,2,90089.33,9,3.625
0,717,16974,0,37,2,362832.75,19,3.875
0,766,33340,0,32,2,254621.27,18,3.75
0,769,35300,0,48,1,167047.24,13,3.99
0,748,-1,0,21,2,52666.1,12,2.625
0,786,38060,12,30,2,361846.83,17,3.75
0,765,47894,0,25,1,609412.85,12,4.375
0,721,38060,0,35,1,270636.96,11,3.875
0,701,-1,0,22,1,59108.22,15,3.375
0,702,43620,0,45,1,65765.6,15,3.75
0,770,11244,0,37,1,499510.23,22,3.875
0,726,37100,0,19,2,202284.63,21,3.99
0,803,42644,30,19,1,393808.49,17,4.125
0,749,11244,0,35,2,399000,2,3.875
0,808,41940,0,39,1,445960.92,18,3.625
0,782,36084,0,40,1,462478.96,24,3.75
0,693,41940,0,44,2,219329.71,17,3.625
0,764,26420,0,41,2,362107.1,13,3.875
0,703,12420,0,44,2,404965.69,19,3.99
0,720,31084,0,35,1,235830.05,18,4.25
0,801,31540,0,18,2,325000,7,3.75
0,800,17140,30,27,1,190592.61,20,3.625
0,781,35614,0,31,2,305306.17,21,3.875
0,749,-1,0,40,2,167425.65,18,3.875
0,796,31084,0,45,1,151904.25,18,3.75
0,778,29100,30,34,1,235545.02,16,4.25
0,795,19804,0,49,2,42152.96,20,4.875
0,710,39300,25,24,2,214324.79,14,4.25
0,684,38060,0,49,2,360175.47,17,3.25
0,766,31084,0,31,1,440000,6,4.875
0,717,-1,0,41,2,247651.05,21,2.85
0,783,41884,0,27,2,479947.55,16,3.5
0,721,24340,0,23,1,87574.77,8,3.875
